Florida,Smithiomyces,mexicanus,3
Florida,Sphaerobolus,stellatus,3
Florida,Steccherinum,ochraceum,3
Florida,Steccherinum,rawakense,3
Florida,Stereum,sanguinolentum,3
Florida,Stereum,striatum,3
Florida,Suillus,decipiens,3
Florida,Tapinella,panuoides,3
Florida,Thelephora,griseozonata,3
Florida,Trametes,pavonia,3
Florida,Truncospora,fuscopurpureus,3
Florida,Tylopilus,pisciodorus,3
Florida,Tyromyces,humeana,3
Florida,Volvariella,volvacea,3
Florida,Xanthoconium,stramineum,3
Florida,Xanthoconium,stramineus,3
Florida,Xylodon,candidissima,3
Florida,Zelleromyces,cinnabarinus,3
Florida,Zhuliangomyces,illinita,3
Florida,Abortiporus,distortus,2
Florida,Agaricus,abruptibulbus,2
Florida,Agaricus,placomyces,2
Florida,Agaricus,subplacomyces-badius,2
Florida,Agrocybe,collybiiformis,2
Florida,Amanita,aestivalis,2
Florida,Amanita,arkansana,2
Florida,Amanita,caesarea,2
Florida,Amanita,elongata,2
Florida,Amanita,farinosa,2
Florida,Amanita,gemmata,2
Florida,Amanita,muscaria,2
Florida,Amanita,praelongispora,2
Florida,Amanita,roseotincta,2
Florida,Amanita,subsolitaria,2
Florida,Amanita,tenuifolia,2
Florida,Antrodia,heteromorpha,2
Florida,Arachnion,album,2
Florida,Aureoboletus,flavimarginatus,2
Florida,Aureoboletus,gentilis,2
Florida,Auricularia,angiospermarum,2
Florida,Battarrea,phalloides,2
Florida,Bolbitius,titubans,2
Florida,Boletus,carminiporus,2
Florida,Boletus,speciosus,2
Florida,Botryobasidium,isabellinus,2
Florida,Butyriboletus,roseopurpureus,2
Florida,Byssomerulius,incarnata,2
Florida,Byssomerulius,incarnatus,2
Florida,Callistosporium,luteo-olivaceum,2
Florida,Cantharellus,tenuithrix,2
Florida,Cerioporus,flava,2
Florida,Chalciporus,rubritubifer,2
Florida,Chlorophyllum,agaricoides,2
Florida,Chlorophyllum,subfulvidisca,2
Florida,Clathrus,cancellatus,2
Florida,Clavariadelphus,truncatus,2
Florida,Clavariadelphus,unicolor,2
Florida,Clitocybe,entoloma,2
Florida,Clitopilus,alutacea,2
Florida,Clitopilus,minimus,2
Florida,Coltricia,perennis,2
Florida,Conocybe,magnispora,2
Florida,Conocybe,rugosa,2
Florida,Conohypha,albocremeum,2
Florida,Coprinellus,flocculosus,2
Florida,Coprinellus,micaceus,2
Florida,Coprinopsis,atramentaria,2
Florida,Coprinopsis,clastophylla,2
Florida,Coprinus,subdomesticus,2
Florida,Cora,pavonia,2
Florida,Cortinarius,largiformis,2
Florida,Cortinarius,perferrugineus,2
Florida,Crepidotus,appalachianensis,2
Florida,Crepidotus,applanatus,2
Florida,Crepidotus,krieglsteineri,2
Florida,Crepidotus,mollis,2
Florida,Crinipellis,foliicola,2
Florida,Crustoderma,dryina,2
Florida,Cryptoporus,volvatus,2
Florida,Cyanoboletus,pulverulentus,2
Florida,Cycloderma,indicum,2
Florida,Cyptotrama,asprata,2
Florida,Entoloma,abortivus,2
Florida,Entoloma,subnigra,2
Florida,Favolaschia,manipularis,2
Florida,Fistulina,hepatica,2
Florida,Fomes,fasciata,2
Florida,Fomes,marmoratus,2
Florida,Fomitella,supinus,2
Florida,Fomitiporia,punctata,2
Florida,Fomitopsis,betulina,2
Florida,Fulvifomes,floridana,2
Florida,Fuscoporia,ferreus,2
Florida,Galerella,plicatella,2
Florida,Ganoderma,tornatum,2
Florida,Geastrum,coronatus,2
Florida,Geastrum,minimum,2
Florida,Gerronema,subchrysophyllum,2
Florida,Gliophorus,psittacina,2
Florida,Gloeodontia,discolor,2
Florida,Gloeophyllum,berkeleyi,2
Florida,Gloeophyllum,protractum,2
Florida,Gloeoporus,rufus,2
Florida,Gloiothele,citrinus,2
Florida,Gymnopilus,bellulus,2
Florida,Gymnopilus,fulgens,2
Florida,Gymnopilus,praelaeticolor,2
Florida,Gymnopilus,subspectabilis,2
Florida,Gymnopus,brassicolens,2
Florida,Gymnopus,floridanus,2
Florida,Gyroporus,fumosiceps,2
Florida,Hapalopilus,albocitrinus,2
Florida,Hebeloma,alachuanum,2
Florida,Hebeloma,praefelleum,2
Florida,Heterobasidion,annosus,2
Florida,Hexagonia,cucullatus,2
Florida,Hortiboletus,fraternus,2
Florida,Hydnellum,spongiosipes,2
Florida,Hydnum,rufescens,2
Florida,Hydropus,taxodii,2
Florida,Hygrocybe,conicus,2
Florida,Hygrocybe,flavescens,2
Florida,Hygrocybe,persistens,2
Florida,Hygrocybe,subminutulus,2
Florida,Hygrophorus,tephroleucus,2
Florida,Hygrophorus,westii,2
Florida,Hymenochaete,cervina,2
Florida,Hymenochaete,rheicolor,2
Florida,Inocybe,calospora,2
Florida,Inocybe,diabolica,2
Florida,Inocybe,margaritispora,2
Florida,Inocybe,striatiformis,2
Florida,Inocybe,subconnexa,2
Florida,Inocybe,subeutheloides,2
Florida,Inocybe,subfulva,2
Florida,Inocybe,taedophila,2
Florida,Inonotus,amplectens,2
Florida,Inonotus,cuticularis,2
Florida,Inosperma,lanatodiscum,2
Florida,Ischnoderma,resinosum,2
Florida,Ithyphallus,murrillii,2
Florida,Laccaria,proxima,2
Florida,Laccaria,striatula,2
Florida,Lactarius,floridanus,2
Florida,Lactarius,imperceptus,2
Florida,Lactarius,pseudodeliciosus,2
Florida,Lactarius,rimosellus,2
Florida,Lactarius,westii,2
Florida,Lactarius,xanthogalactus,2
Florida,Lactifluus,luteolus,2
Florida,Leccinum,scaber,2
Florida,Lepiota,aurora,2
Florida,Lepista,sordida,2
Florida,Leucoagaricus,meleagris,2
Florida,Leucocoprinus,cretacea,2
